#STN     LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text    deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
51001  24.453 -162.000 2019 03 11 23 20  90   8.0  10.0   MM  MM   MM  MM 1022.0    MM  21.8  21.6  19.2   MM     MM
51002  17.037 -157.696 2019 03 11 23 20  MM    MM    MM   MM  MM   MM  MM 1017.2    MM    MM    MM    MM   MM     MM
51004  17.604 -152.364 2019 03 11 23 10  60   9.0  11.0   MM  MM   MM  MM 1017.5    MM    MM  24.0    MM   MM     MM
51101  24.361 -162.075 2019 03 11 23 20  90   9.0  11.0   MM  MM   MM  MM 1022.5    MM  21.9  21.7  19.3   MM     MM
51201  21.671 -158.117 2019 03 11 23 42  MM    MM    MM  2.0  14  6.8 317     MM    MM    MM  21.2    MM   MM     MM
51202  21.415 -157.678 2019 03 11 23 30  MM    MM    MM  2.9  10  7.0  69     MM    MM    MM  23.1    MM   MM     MM
51205  21.018 -156.425 2019 03 11 23 30  MM    MM    MM  2.8   9  7.0  72     MM    MM    MM  23.4    MM   MM     MM
51206  19.780 -154.970 2019 03 11 23 16  MM    MM    MM  3.4  10  7.7  99     MM    MM    MM  23.9    MM   MM     MM
51207  21.477 -157.752 2019 03 11 23 24  MM    MM    MM  2.6   9  7.0  57     MM    MM    MM  22.9    MM   MM     MM
51208  22.285 -159.574 2019 03 11 23 36  MM    MM    MM  2.9   9  7.2  74     MM    MM    MM  23.3    MM   MM     MM
51209 -14.264 -170.493 2019 03 11 23 30  MM    MM    MM  2.0  15  8.0 318     MM    MM    MM  29.8    MM   MM     MM
51210  21.477 -157.756 2019 03 11 23 30  MM    MM    MM  2.6  10  7.1  51     MM    MM    MM  23.1    MM   MM     MM
51211  21.297 -157.959 2019 03 11 23 30  MM    MM    MM  1.3   9  6.0 149     MM    MM    MM  23.7    MM   MM     MM
51212  21.323 -158.149 2019 03 11 23 30  MM    MM    MM  1.4  13  7.0 290     MM    MM    MM  23.8    MM   MM     MM
51213  20.750 -157.003 2019 03 11 23 30  MM    MM    MM  1.4  14  6.7 178     MM    MM    MM  24.4    MM   MM     MM
51WH0  22.750 -157.917 2019 03 11 22 30  MM   9.0    MM   MM  MM   MM  MM 1020.9    MM  22.8  23.1  17.5   MM     MM
52200  13.354  144.788 2019 03 11 23 00  MM    MM    MM  1.7  10   MM  MM     MM    MM    MM  27.5    MM   MM     MM
52202  13.684  144.812 2019 03 11 23 30  MM    MM    MM  1.9  12  7.2   4     MM    MM    MM  27.3    MM   MM     MM
62001  45.230   -5.000 2019 03 11 23 00 150   8.2    MM  3.8  10   MM  MM 1029.9    MM  11.5    MM   6.3   MM     MM
62029  48.720  -12.430 2019 03 11 23 00 210  14.4    MM  5.3  MM    8  MM 1013.3  -3.2  12.9  11.8  10.6   MM     MM
62050  50.000   -4.400 2019 03 11 23 00 210  13.9    MM  2.6  MM    6  MM 1020.5    MM  10.7    MM   6.8   MM     MM
62081  51.000  -13.550 2019 03 11 23 00 260  10.3    MM  5.8  MM    9  MM 1007.4  +2.1   9.3  11.1   4.7   MM     MM
62095  53.040  -15.530 2019 03 11 23 00 260  13.4    MM  6.1  MM    9  MM 1001.5  +0.7   7.2  10.0   3.3   MM     MM
62103  49.900   -2.900 2019 03 11 23 00 210  16.0    MM  1.9  MM    7  MM 1023.1  -3.5   9.6  10.3   4.9   11     MM
62107  50.102   -6.100 2019 03 11 23 00 220  19.6    MM  3.4  MM    8  MM 1018.1  -3.9   9.5  10.1   8.2   MM     MM
62114  58.300    0.000 2019 03 11 23 00 190  15.4    MM   MM  MM   MM  MM 1004.8  -5.7   6.4    MM   3.6   MM     MM
62121  53.500    2.700 2019 03 11 23 00 210   6.7    MM   MM  MM   MM  MM 1020.1  -1.7   5.0    MM   3.2   MM     MM
62124  53.600   -3.600 2019 03 11 23 00 210    MM    MM   MM  MM   MM  MM 1008.8  -6.3   8.6    MM   5.2   MM     MM
62127  54.000    0.700 2019 03 11 23 00 200    MM    MM  1.4  MM    5  MM 1016.2  -3.9   7.2    MM   2.3   11     MM
62130  58.700    1.300 2019 03 11 23 00 190    MM    MM  2.1  MM   MM  MM 1006.7  -3.8   5.9    MM  -0.3   11     MM
62135  54.200    1.600 2019 03 11 23 00 180    MM    MM   MM  MM   MM  MM 1017.1  -2.9   7.0    MM   3.0   MM     MM
62144  53.400    1.700 2019 03 11 23 00 200  10.3    MM  1.5  MM    5  MM 1018.9  -2.8   7.2    MM   1.8   11     MM
62145  53.102    2.800 2019 03 11 23 00 210   9.3    MM  1.8  MM    5  MM 1020.6  -2.1   6.8    MM   1.1    5     MM
62146  57.200    2.100 2019 03 11 23 00 210  10.3    MM  2.1  MM    6  MM 1010.4  -3.5   5.0    MM   5.0   11     MM
62148  53.600    1.500 2019 03 11 23 00 190   9.3    MM   MM  MM   MM  MM 1018.5  -2.7   7.0    MM   2.0   MM     MM
62149  53.700    1.100 2019 03 11 23 00 200  11.3    MM  1.4  MM    5  MM 1017.8  -3.2   7.5    MM   2.5   11     MM
62150  53.600    0.700 2019 03 11 23 00 190   9.8    MM  1.5  MM    5  MM 1018.1  -3.5   7.0    MM   2.9   11     MM
62163  47.550   -8.470 2019 03 11 23 00 210  12.9    MM  3.8  MM    7  MM 1024.7    MM  11.6    MM   7.6   MM     MM
62165  54.000    1.100 2019 03 11 23 00 200   8.8    MM  1.4  MM    5  MM 1016.9  -3.3   7.2    MM   3.0   27     MM
62170  51.240    2.000 2019 03 11 23 00 230  12.9    MM  0.7  MM    6  MM 1024.1  -0.3   8.6   8.8   5.2   MM     MM
62304  51.102    1.800 2019 03 11 23 00 220  12.4    MM  0.7  MM    6  MM 1024.3  -1.7   9.0   8.9   5.4    5     MM
62305  50.400    0.000 2019 03 11 23 00 220  13.4    MM  0.8  MM    6  MM 1024.9  -2.5   9.0   9.5   4.7   11     MM
62442  49.000  -16.500 2019 03 11 23 00 290  10.3    MM   MM  MM   MM  MM 1013.3    MM    MM    MM    MM   MM     MM
63105  61.000    1.692 2019 03 11 23 00 190   9.8    MM   MM  MM   MM  MM 1004.1  -2.4   6.5    MM   0.9   11     MM
63110  59.500    1.500 2019 03 11 23 00 180   9.3    MM  2.3  MM    6  MM 1006.3  -2.6   6.1    MM   1.5   11     MM
63112  61.100    1.000 2019 03 11 23 00 190   9.8    MM  3.8  MM    8  MM 1003.0  -2.6   6.8    MM   0.5   11     MM
63113  61.000    1.708 2019 03 11 23 00 200   9.3    MM  3.4  MM    7  MM     MM    MM    MM    MM    MM   MM     MM
63115  61.600    1.300 2019 03 11 23 00 200   8.8    MM  4.2  MM    9  MM 1002.8  -2.5   8.1    MM   0.7   11     MM
63117  61.400    1.100 2019 03 11 23 00 190  10.3    MM   MM  MM   MM  MM 1004.0  -1.9    MM    MM    MM    5     MM
64045  59.070  -11.420 2019 03 11 23 00 230  16.0    MM  7.5  MM    9  MM  976.2  -0.6   7.7   9.0   3.8   MM     MM
64046  60.483   -4.167 2019 03 11 23 00 170  17.0    MM  4.7  MM    9  MM  990.9    MM   7.6    MM   4.0   MM     MM
AAMC1  37.772 -122.300 2019 03 11 23 24 280   4.1   5.7   MM  MM   MM  MM 1016.6    MM  15.5  13.0    MM   MM     MM
ACXS1  32.559  -80.454 2019 03 11 22 45  40   1.0    MM   MM  MM   MM  MM 1022.0    MM  17.2    MM  12.0   MM     MM
ACYN4  39.357  -74.418 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1018.6    MM   9.0   4.8    MM   MM     MM
ADKA2  51.861 -176.637 2019 03 11 23 30  30   9.3  12.9   MM  MM   MM  MM  993.6    MM   1.3   4.1    MM   MM     MM
AGCM4  42.621  -82.527 2019 03 11 23 18  MM    MM    MM   MM  MM   MM  MM 1022.9    MM   2.3   1.1    MM   MM     MM
AGXC1  33.716 -118.246 2019 03 11 23 30 290   3.1   4.1   MM  MM   MM  MM 1009.6    MM  18.0    MM    MM   MM     MM
AJXA2  58.287 -134.398 2019 03 11 23 42 110   3.6   6.2   MM  MM   MM  MM  999.7    MM   2.6    MM  -1.8   MM     MM
ALIA2  56.898 -154.247 2019 03 11 23 30 270   8.8  12.4   MM  MM   MM  MM 1002.4    MM   3.2   4.3    MM   MM     MM
ALXN6  44.331  -75.934 2019 03 11 23 12  MM    MM    MM   MM  MM   MM  MM 1016.2    MM    MM    MM    MM   MM     MM
AMAA2  58.915 -151.952 2019 03 11 23 30 320   5.1   8.2   MM  MM   MM  MM  995.6    MM   3.3    MM  -4.1   MM     MM
AMRL1  29.450  -91.338 2019 03 11 23 30  MM   0.0   0.5   MM  MM   MM  MM 1021.8    MM  22.2  12.7    MM   MM     MM
ANMN6  42.018  -73.917 2019 03 11 22 30 230   1.5    MM   MM  MM   MM  MM 1015.0    MM   8.1    MM  -5.0   MM     MM
ANPT2  27.837  -97.039 2019 03 11 23 30  60   6.7   7.2   MM  MM   MM  MM 1016.7    MM  19.4  17.7    MM   MM     MM
ANTA2  61.238 -149.890 2019 03 11 23 24 180   3.1   5.7   MM  MM   MM  MM  992.3    MM   3.7  -0.7    MM   MM     MM
ANVC1  38.915 -123.711 2019 03 11 23 30 300   4.6   7.7   MM  MM   MM  MM 1018.5    MM  12.7  12.4    MM   MM     MM
APAM2  38.983  -76.479 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1018.4    MM  13.3    MM    MM   MM     MM
APCF1  29.724  -84.980 2019 03 11 23 30 270   2.1   3.1   MM  MM   MM  MM 1021.9    MM  20.8  19.1    MM   MM     MM
APNM4  45.060  -83.424 2019 03 11 23 30 320   8.2  11.3   MM  MM   MM  MM     MM    MM  -2.1    MM    MM   MM     MM
APRP7  13.444  144.657 2019 03 11 23 30  80   3.1   5.7   MM  MM   MM  MM 1013.9    MM  27.8  27.4    MM   MM     MM
APXA2  59.770 -151.868 2019 03 11 22 45 250  13.4    MM   MM  MM   MM  MM  993.0    MM   2.6    MM  -1.4   MM     MM
AROP4  18.480  -66.702 2019 03 11 23 30  50   6.7   9.3   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
ARPF1  28.433  -82.667 2019 03 11 21 54 290   2.6   3.6   MM  MM   MM  MM 1020.9    MM  26.8    MM    MM   MM   3.11
ASTO3  46.207 -123.768 2019 03 11 23 30 240   4.1   6.2   MM  MM   MM  MM 1016.6    MM   8.3   4.1    MM   MM     MM
ATGM1  44.392  -68.204 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1007.4    MM   5.3   0.5    MM   MM     MM
ATKA2  52.232 -174.173 2019 03 11 23 30 230   0.5   1.0   MM  MM   MM  MM  991.2    MM   1.0   4.3    MM   MM     MM
AUGA2  59.378 -153.348 2019 03 11 23 30 260   6.2   9.3   MM  MM   MM  MM  996.1    MM   0.3    MM   0.0   MM     MM
AWRT2  28.227  -96.796 2019 03 11 23 24  90   6.2   7.2   MM  MM   MM  MM 1017.8    MM  20.9  19.4    MM   MM     MM
BABT2  27.297  -97.405 2019 03 11 23 30  60   8.8  10.3   MM  MM   MM  MM 1017.0    MM  21.1  21.7    MM   MM     MM
BARA9  17.591  -61.821 2019 03 11 23 24  MM    MM    MM   MM  MM   MM  MM 1015.9    MM  23.9  26.5    MM   MM     MM
BATN6  40.701  -74.014 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1016.2    MM   9.6   4.0    MM   MM     MM
BAXC1  33.766 -118.240 2019 03 11 23 30 170   7.7   8.2   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
BDRN4  40.082  -74.870 2019 03 11 22 36 270   5.7   8.8   MM  MM   MM  MM 1016.7    MM  10.5   4.2    MM   MM     MM
BDSP1  39.980  -75.079 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1017.6    MM  11.6   6.5    MM   MM     MM
BDVF1  25.478  -80.989 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.0    MM   MM   0.01
BEPB6  32.374  -64.701 2019 03 11 23 30 250   2.6   3.6   MM  MM   MM  MM 1021.6    MM  18.6  19.5    MM   MM     MM
BFTN7  34.717  -76.671 2019 03 11 23 30  20   1.0   1.0   MM  MM   MM  MM 1021.4    MM  16.0  15.5    MM   MM     MM
BGCF1  26.404  -81.881 2019 03 11 22 54 260   3.6   5.1   MM  MM   MM  MM 1020.9    MM  25.5    MM    MM   MM     MM
BGNN4  40.639  -74.146 2019 03 11 23 24  MM    MM    MM   MM  MM   MM  MM 1016.2    MM  10.7   4.5    MM   MM     MM
BGXN3  43.059  -70.830 2019 03 11 22 45 260   5.7    MM   MM  MM   MM  MM 1013.0    MM   4.1    MM  -4.1   MM     MM
BHBM3  42.355  -71.050 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1013.3    MM   6.1    MM    MM   MM     MM
BHRI3  41.646  -87.147 2019 03 11 23 00  70   1.5   2.1   MM  MM   MM  MM 1027.8  -0.6   1.9    MM    MM   MM     MM
BIGM4  46.827  -87.727 2019 03 11 22 40 320   1.5   4.1   MM  MM   MM  MM 1021.7    MM  -1.2    MM    MM   MM     MM
BISM2  38.220  -76.039 2019 03 11 23 30 200   3.6   3.6   MM  MM   MM  MM 1019.6    MM   7.8   7.6    MM   MM     MM
BKTL1  30.190  -93.301 2019 03 11 23 24  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  19.1    MM   MM     MM
BKYF1  25.119  -80.834 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  29.2    MM   MM  -0.33
BLIA2  60.839 -146.884 2019 03 11 23 30 100   4.1   5.7   MM  MM   MM  MM  993.6    MM   4.2    MM    MM   MM     MM
BLIF1  30.393  -81.523 2019 03 11 23 30  50   3.1   4.6   MM  MM   MM  MM 1020.9    MM  21.7    MM    MM  5.9     MM
BLTA2  58.455 -135.889 2019 03 11 23 26 170   1.5   2.6   MM  MM   MM  MM     MM    MM   5.9    MM    MM   MM     MM
BLTM2  39.267  -76.579 2019 03 11 23 30 330   3.6   5.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
BLTM3  41.704  -71.174 2019 03 11 23 30 280   3.6   4.1   MM  MM   MM  MM 1013.2    MM   7.5    MM    MM   MM     MM
BNKF1  25.087  -80.519 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.9    MM   MM     MM
BOBF1  25.027  -80.681 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  27.8    MM   MM  -0.51
BRHC3  41.174  -73.181 2019 03 11 23 24 260   2.6   5.1   MM  MM   MM  MM 1014.6    MM   9.6   2.7    MM   MM     MM
BRND1  38.987  -75.113 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1018.8    MM    MM    MM    MM   MM     MM
BSCA1  30.329  -87.829 2019 03 11 22 30 310   6.7    MM   MM  MM   MM  MM 1021.0    MM  11.4    MM    MM   MM     MM
BSLM2  38.781  -76.708 2019 03 11 21 30 250   3.6    MM   MM  MM   MM  MM 1019.0    MM  15.2    MM  -8.1   MM     MM
BUFN6  42.878  -78.890 2019 03 11 23 18 260   7.7   8.2   MM  MM   MM  MM 1022.1    MM  -0.4   0.2  -9.4   MM     MM
BURL1  28.905  -89.428 2019 03 11 23 00  20   2.6   2.6   MM  MM   MM  MM 1021.5  -0.0  19.4    MM  19.4   MM     MM
BUZM3  41.397  -71.033 2019 03 11 23 00 230  10.3  10.3   MM  MM   MM  MM 1013.4  -0.3   5.4    MM    MM   MM     MM
BWSF1  25.178  -80.438 2019 03 11 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.8    MM   MM  -0.29
BYGL1  29.789  -90.420 2019 03 11 23 30 300   1.0   2.1   MM  MM   MM  MM 1021.8    MM  26.8  21.8    MM   MM     MM
BZBM3  41.524  -70.671 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1013.0    MM   5.8   2.2    MM   MM     MM
BZST2  26.067  -97.155 2019 03 11 23 24  90   5.1   5.7   MM  MM   MM  MM 1015.1    MM  20.7  18.4    MM   MM     MM
CAMM2  38.574  -76.069 2019 03 11 23 24  MM    MM    MM   MM  MM   MM  MM 1019.0    MM  12.6   5.0    MM   MM     MM
CANF1  25.422  -80.942 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.5    MM   MM   0.31
CAPL1  29.768  -93.343 2019 03 11 23 30  60   6.2   8.2   MM  MM   MM  MM 1020.4    MM  19.0  17.8    MM   MM     MM
CARL1  29.933  -90.135 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM   9.0    MM   MM     MM
CASM1  43.656  -70.246 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM     MM    MM   5.0   1.7    MM   MM     MM
CBLO1  41.981  -80.556 2019 03 11 23 00 250   9.8  10.8   MM  MM   MM  MM 1022.7  +0.3   1.5    MM    MM   MM     MM
CDRF1  29.136  -83.029 2019 03 11 23 00 280   2.6   3.6   MM  MM   MM  MM 1021.5  -0.3  18.5    MM  18.5   MM     MM
CDXA2  56.001 -134.136 2019 03 11 23 42 230   6.2   6.7   MM  MM   MM  MM 1002.0    MM   4.1    MM   0.1   MM     MM
CECC1  41.746 -124.184 2019 03 11 23 24 320   4.6   6.2   MM  MM   MM  MM 1020.3    MM  11.1  10.9    MM   MM     MM
CFWM1  44.657  -67.205 2019 03 11 23 30 270   3.1   6.2   MM  MM   MM  MM 1005.7    MM   3.5   2.5    MM   MM     MM
CHAO3  43.351 -124.337 2019 03 11 22 36 270   2.6   4.6   MM  MM   MM  MM 1020.5    MM    MM  10.3    MM   MM     MM
CHAV3  18.335  -64.920 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1017.3    MM  25.2    MM    MM   MM     MM
CHBV2  37.032  -76.083 2019 03 11 23 24 150   1.5   2.1   MM  MM   MM  MM 1018.8    MM  10.4    MM    MM   MM     MM
CHCM2  39.527  -75.810 2019 03 11 23 30 300   3.6   5.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
CHDS1  33.661  -82.199 2019 03 11 23 30 350   2.1   2.6   MM  MM   MM  MM     MM    MM  15.2    MM    MM   MM     MM
CHII2  41.916  -87.572 2019 03 11 23 20 280   7.7   8.8   MM  MM   MM  MM     MM    MM   4.9    MM  -7.4   MM     MM
CHSV3  17.748  -64.699 2019 03 11 23 24  40   4.6   6.7   MM  MM   MM  MM     MM    MM  25.6  26.8    MM   MM     MM
CHTS1  32.781  -79.924 2019 03 11 23 30 340   3.1   4.6   MM  MM   MM  MM 1022.6    MM  18.4  16.3    MM   MM     MM
CHYV2  36.926  -76.007 2019 03 11 23 30 220   1.0   1.5   MM  MM   MM  MM 1018.3    MM  14.7    MM    MM   MM     MM
CHYW1  48.863 -122.759 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1014.8    MM    MM    MM    MM   MM     MM
CLBF1  27.736  -82.686 2019 03 11 22 54 260   3.1   3.6   MM  MM   MM  MM 1020.0    MM  24.4    MM    MM   MM     MM
CLBP4  18.301  -65.302 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1017.3    MM  24.7  27.1    MM   MM     MM
CLKN7  34.622  -76.525 2019 03 11 23 00  60   3.1   3.1   MM  MM   MM  MM 1020.8  +0.0  15.8    MM  10.7   MM     MM
CLSM4  42.471  -82.877 2019 03 11 23 00 280   5.7   8.8   MM  MM   MM  MM 1023.7  +1.0   3.3    MM    MM   MM     MM
CMAN4  38.968  -74.960 2019 03 11 23 30 230   2.6   2.6   MM  MM   MM  MM 1018.2    MM   8.1   5.4    MM   MM     MM
CMTI2  41.730  -87.538 2019 03 11 23 18 270   3.6   6.2   MM  MM   MM  MM 1026.6    MM   4.8    MM  -7.2   MM     MM
CNBF1  25.702  -81.186 2019 03 11 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  27.8    MM   MM   0.00
CNDO1  41.542  -81.637 2019 03 11 23 18 270   7.2   8.2   MM  MM   MM  MM 1023.8    MM   2.0    MM  -3.3   MM     MM
CNII2  41.856  -87.609 2019 03 11 23 30 270   2.1   8.8   MM  MM   MM  MM     MM    MM   4.5    MM  -8.3   MM     MM
COVM2  38.402  -76.385 2019 03 11 23 30 270   3.6   5.7   MM  MM   MM  MM 1019.7    MM  13.7    MM    MM   MM     MM
CPMW1  48.860 -122.756 2019 03 11 23 24 170   4.6   6.7   MM  MM   MM  MM     MM    MM   7.3   7.0    MM   MM     MM
CPTR1  41.717  -71.345 2019 03 11 23 30 260   3.1   3.6   MM  MM   MM  MM 1013.3    MM   8.6   4.4    MM   MM     MM
CPVM2  38.995  -76.388 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM     MM    MM   9.6    MM  -0.4  5.9     MM
CPXC1  35.170 -120.741 2019 03 11 23 30 350   3.6   5.7   MM  MM   MM  MM 1013.7    MM  18.2    MM   5.5   MM     MM
CRTA1  30.308  -88.140 2019 03 11 23 00 350   7.7    MM   MM  MM   MM  MM 1022.0  +1.4  19.1    MM    MM   MM     MM
CRVA2  60.558 -145.752 2019 03 11 23 30  MM   0.0   4.1   MM  MM   MM  MM  994.3    MM   3.1   5.2    MM   MM     MM
CRYV2  36.888  -76.338 2019 03 11 23 30 310   1.5   1.5   MM  MM   MM  MM 1019.4    MM  14.4    MM    MM   MM     MM
CSPA2  58.199 -136.640 2019 03 11 23 10 210   8.2  10.3   MM  MM   MM  MM 1000.7    MM   4.6    MM   3.4   MM     MM
CWAF1  25.297  -81.013 2019 03 11 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  28.3    MM   MM  -0.36
CWBF1  27.978  -82.832 2019 03 11 23 30 230   2.6   3.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
CWCI   47.334  -85.833 2019 03 11 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM  -5.8    MM  -6.0   MM     MM
DBLN6  42.494  -79.354 2019 03 11 23 00 250  10.8  12.9   MM  MM   MM  MM 1021.8  +0.9   0.1    MM    MM   MM     MM
DELD1  39.582  -75.589 2019 03 11 23 30 290   3.1   5.1   MM  MM   MM  MM 1018.2    MM  12.6   3.8    MM   MM     MM
DESW1  47.675 -124.485 2019 03 11 23 00 150  15.4  17.5   MM  MM   MM  MM 1015.6  -2.3   4.9    MM    MM   MM     MM
DISW3  47.079  -90.728 2019 03 11 23 00 230   6.7   7.7   MM  MM   MM  MM 1024.7  -1.1  -3.2    MM -10.2   MM     MM
DKKF1  25.180  -80.490 2019 03 11 21 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.3    MM   MM  -0.36
DOMV2  36.962  -76.424 2019 03 11 23 30 320   2.1   2.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
DPIA1  30.250  -88.075 2019 03 11 23 00  10  11.3  12.9   MM  MM   MM  MM 1022.3  +1.2  17.3    MM    MM   MM     MM
DPXC1  38.056 -122.264 2019 03 11 23 30 220   2.6   2.6   MM  MM   MM  MM 1015.9    MM  16.2    MM    MM   MM     MM
DRFA2  60.553 -152.137 2019 03 11 23 30 110   1.0   1.5   MM  MM   MM  MM     MM    MM   2.1    MM   1.1   MM     MM
DRSD1  39.089  -75.437 2019 03 11 21 30 270   2.1    MM   MM  MM   MM  MM 1018.0    MM  14.0    MM  -5.6   MM     MM
DTLM4  45.993  -83.898 2019 03 11 23 18 320   3.1   7.7   MM  MM   MM  MM 1021.9    MM  -4.9   1.3  -7.4   MM     MM
DUKN7  36.184  -75.746 2019 03 11 23 30 160   4.6   6.2   MM  MM   MM  MM 1019.6    MM  11.2   7.0    MM   MM     MM
DULM5  46.776  -92.092 2019 03 11 23 18 260   4.6   6.7   MM  MM   MM  MM 1023.7    MM   0.2    MM -11.6   MM     MM
EINL1  29.373  -91.384 2019 03 11 23 30  40   2.6   3.1   MM  MM   MM  MM 1021.3    MM  20.2  11.5  20.1   MM     MM
ELFA2  58.193 -136.347 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1000.3    MM   3.6   5.9    MM   MM     MM
ELXC1  36.815 -121.738 2019 03 11 22 45 310   2.6    MM   MM  MM   MM  MM 1016.0    MM  15.5    MM   8.4   MM     MM
EMAT2  28.710  -95.914 2019 03 11 23 30  70   6.7   7.7   MM  MM   MM  MM 1018.1    MM  21.8  21.6    MM   MM     MM
EPTT2  29.481  -94.917 2019 03 11 23 24 100   4.1   4.6   MM  MM   MM  MM 1020.2    MM  20.1  20.5    MM   MM     MM
EREP1  42.172  -80.098 2019 03 11 23 18 250   5.1   8.2   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
EROA2  58.971 -135.221 2019 03 11 22 24 190   9.8  13.4   MM  MM   MM  MM  996.4    MM   4.3    MM   1.5   MM     MM
ERXA2  58.971 -135.221 2019 03 11 23 42 190  10.8  13.4   MM  MM   MM  MM  999.4    MM    MM    MM    MM   MM     MM
ESPP4  18.094  -65.471 2019 03 11 23 24  40   3.1   6.2   MM  MM   MM  MM 1016.9    MM  24.6  27.0    MM   MM     MM
FAIO1  41.764  -81.281 2019 03 11 23 18 250   8.2  10.3   MM  MM   MM  MM 1023.4    MM   1.3   1.5  -1.3   MM     MM
FBIS1  32.685  -79.888 2019 03 11 23 00  60   3.1   3.1   MM  MM   MM  MM 1022.2  +0.7  16.8    MM  13.1   MM     MM
FCGT2  28.943  -95.302 2019 03 11 23 30  70   4.6   6.2   MM  MM   MM  MM 1019.8    MM  20.2  17.9    MM   MM     MM
FFIA2  57.272 -133.630 2019 03 11 23 00 180   3.6   4.1   MM  MM   MM  MM 1001.0  +1.0   4.6    MM    MM   MM     MM
FHPF1  28.153  -82.801 2019 03 11 21 54 270   2.1   3.1   MM  MM   MM  MM 1021.9    MM  21.8    MM    MM   MM   2.58
FILA2  59.332 -151.995 2019 03 11 23 30 270  10.8  12.4   MM  MM   MM  MM  995.9    MM   2.1    MM  -2.2   MM     MM
FMOA1  30.228  -88.024 2019 03 11 23 30 360  10.8  11.8   MM  MM   MM  MM 1022.3    MM  16.6    MM    MM   MM     MM
FMRF1  26.647  -81.871 2019 03 11 23 30 260   3.6   4.1   MM  MM   MM  MM 1020.1    MM  25.8  25.5    MM   MM     MM
FOXR1  41.807  -71.401 2019 03 11 23 30 360   2.6   4.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
FPKG1  32.035  -80.903 2019 03 11 23 30  20   3.1   4.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
FPST2  28.936  -95.294 2019 03 11 23 30  60   5.7   6.2   MM  MM   MM  MM 1018.9    MM  19.1  17.4    MM   MM     MM
FPTM4  45.619  -86.660 2019 03 11 22 40 220   4.1   4.6   MM  MM   MM  MM 1023.7    MM  -2.3    MM    MM   MM     MM
FRCB6  32.370  -64.695 2019 03 11 23 30  MM    MM    MM   MM  MM   MM  MM 1021.7    MM    MM  19.7    MM   MM     MM
FRDF1  30.675  -81.465 2019 03 11 23 30  70   1.5   3.1   MM  MM   MM  MM 1021.1    MM  20.4  20.1    MM   MM     MM
FRDW1  48.545 -123.012 2019 03 11 22 36 100   2.1   2.6   MM  MM   MM  MM 1015.0    MM   6.7   7.7    MM   MM     MM
FREL1  30.106  -90.422 2019 03 11 23 30  10   5.7   7.2   MM  MM   MM  MM 1021.3    MM  18.2    MM    MM   MM     MM
FRFN7  36.190  -75.739 2019 03 11 22 00  MM    MM    MM  0.6   8   MM  85     MM    MM    MM    MM    MM   MM     MM
