#STN     LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text    deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
46256  33.700 -118.201 2018 11 29 07 30  MM    MM    MM  0.9  17  8.5 243     MM    MM    MM  18.1    MM   MM     MM
46258  32.752 -117.501 2018 11 29 07 30  MM    MM    MM  1.6  17  9.2 281     MM    MM    MM  18.6    MM   MM     MM
46259  34.767 -121.497 2018 11 29 07 30  MM    MM    MM  3.9  17 10.0 295     MM    MM    MM  16.7    MM   MM     MM
51000  23.538 -153.808 2018 11 29 06 50 110   9.0  11.0  3.0  13  7.0 293 1018.1  +0.9  24.6  25.2    MM   MM     MM
51001  24.453 -162.000 2018 11 29 07 40 150   9.0  12.0   MM  MM   MM  MM 1014.2    MM  24.9  25.2  22.3   MM     MM
51002  17.037 -157.696 2018 11 29 07 40  MM    MM    MM   MM  MM   MM  MM 1015.2    MM    MM    MM    MM   MM     MM
51003  19.289 -160.569 2018 11 29 06 50 110   6.0   8.0  2.8   9  7.6 104 1015.0  +1.1  26.3  26.6    MM   MM     MM
51004  17.602 -152.395 2018 11 29 07 40  90   8.0  11.0   MM  MM   MM  MM 1016.0    MM  25.8  26.5  21.4   MM     MM
51101  24.361 -162.075 2018 11 29 07 40 150   9.0  11.0   MM  MM   MM  MM 1014.9    MM  25.0  25.2  22.5   MM     MM
51201  21.671 -158.117 2018 11 29 07 42  MM    MM    MM  2.0  14  8.5 317     MM    MM    MM  24.7    MM   MM     MM
51202  21.415 -157.678 2018 11 29 07 30  MM    MM    MM  1.9   7  6.0  74     MM    MM    MM  25.5    MM   MM     MM
51205  21.018 -156.425 2018 11 29 07 30  MM    MM    MM  2.5  13  8.0 316     MM    MM    MM  25.8    MM   MM     MM
51207  21.477 -157.752 2018 11 29 07 24  MM    MM    MM  1.6  10  6.1   6     MM    MM    MM  25.7    MM   MM     MM
51208  22.285 -159.574 2018 11 29 07 36  MM    MM    MM  2.3  12  7.2 314     MM    MM    MM  26.0    MM   MM     MM
51209 -14.264 -170.493 2018 11 29 07 30  MM    MM    MM  1.8  15  7.9 347     MM    MM    MM  29.3    MM   MM     MM
51210  21.477 -157.756 2018 11 29 07 30  MM    MM    MM  1.6  10  6.2   5     MM    MM    MM  25.8    MM   MM     MM
51211  21.297 -157.959 2018 11 29 07 00  MM    MM    MM  0.8   6   MM  MM     MM    MM    MM  26.1    MM   MM     MM
51212  21.323 -158.149 2018 11 29 07 30  MM    MM    MM  1.2  14  7.9 285     MM    MM    MM  26.7    MM   MM     MM
51213  20.750 -157.003 2018 11 29 07 30  MM    MM    MM  0.9  13  6.5 266     MM    MM    MM  26.6    MM   MM     MM
51WH0  22.750 -157.917 2018 11 29 06 30 110   7.0    MM   MM  MM   MM  MM 1016.3    MM  25.0  25.2  20.0   MM     MM
52200  13.354  144.788 2018 11 29 07 30  MM    MM    MM  1.6   9  5.6  82     MM    MM    MM  28.8    MM   MM     MM
52201   7.083  171.392 2018 11 29 07 15  MM    MM    MM  1.3  11  5.6   9     MM    MM    MM  30.1    MM   MM     MM
62001  45.230   -5.000 2018 11 29 07 00 210  10.8    MM  6.4  12   MM  MM 1009.5    MM  16.0    MM  12.2   MM     MM
62029  48.720  -12.430 2018 11 29 07 00 250  12.9    MM  5.8  MM   10  MM  994.7  +1.8  11.9  12.9   8.4   MM     MM
62030  50.250   -4.217 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM  993.5    MM  13.9    MM  10.4   MM     MM
62050  50.000   -4.400 2018 11 29 07 00 190  19.6    MM  6.0  MM    9  MM  992.9    MM  14.2    MM  11.3   MM     MM
62081  51.000  -13.550 2018 11 29 07 00 230  11.3    MM  6.1  MM   10  MM  987.4  -0.3  11.3  12.4   8.1   MM     MM
62095  53.040  -15.530 2018 11 29 07 00 240  12.9    MM  5.3  MM    8  MM  980.9  -0.9  10.3  12.2   7.2   MM     MM
62103  49.900   -2.900 2018 11 29 07 00 190  21.1    MM  4.4  MM    9  MM  997.7  -4.2  14.8  13.4  11.0    5     MM
62107  50.102   -6.100 2018 11 29 07 00 280  19.0    MM  5.7  MM   10  MM  991.1  -0.6  10.1  12.1   8.7   MM     MM
62114  58.300    0.000 2018 11 29 07 00 190  12.9    MM   MM  MM   MM  MM  992.8  +0.6  10.2    MM   7.4   MM     MM
62121  53.500    2.700 2018 11 29 07 00 180  12.9    MM   MM  MM   MM  MM 1004.9  -1.9  11.1    MM  10.5   MM     MM
62124  53.600   -3.600 2018 11 29 07 00 140    MM    MM   MM  MM   MM  MM  987.1  -7.6  10.3    MM   9.1   MM     MM
62127  54.000    0.700 2018 11 29 07 00 150    MM    MM  1.3  MM    5  MM  998.4  -4.4  13.2    MM  10.7    5     MM
62130  58.700    1.300 2018 11 29 07 00 200    MM    MM  4.4  MM   MM  MM  993.9  +0.8   9.7    MM   6.0    2     MM
62135  54.200    1.600 2018 11 29 07 00 150    MM    MM   MM  MM   MM  MM  999.8  -3.4  11.4    MM  10.4   MM     MM
62144  53.400    1.700 2018 11 29 07 00 170   5.7    MM  1.6  MM    4  MM 1000.9  -3.5  10.5    MM  10.1    2     MM
62145  53.102    2.800 2018 11 29 07 00 190  14.4    MM  2.3  MM    5  MM 1004.3  -2.3  11.6    MM   9.9    5     MM
62146  57.200    2.100 2018 11 29 07 00 200   9.3    MM  3.7  MM    7  MM  997.0  -0.2   9.3    MM   7.2    2     MM
62148  53.600    1.500 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM 1000.8  -3.7  10.7    MM  10.1   MM     MM
62149  53.700    1.100 2018 11 29 07 00 160  13.4    MM  1.3  MM    4  MM  999.8  -3.7  11.1    MM  10.4    5     MM
62150  53.600    0.700 2018 11 29 07 00 150   9.8    MM  1.2  MM    4  MM  999.9  -4.0  11.0    MM  10.3    5     MM
62163  47.550   -8.470 2018 11 29 07 00 250  13.4    MM  7.6  MM   10  MM 1000.9    MM  13.3    MM   9.2   MM     MM
62164  57.200    0.800 2018 11 29 07 00 190   9.8    MM   MM  MM   MM  MM  995.4  -0.5  11.4    MM   7.8    2     MM
62165  54.000    1.100 2018 11 29 07 00 170  12.4    MM  1.4  MM    5  MM  999.1  -4.0  11.2    MM  10.6    5     MM
62170  51.240    2.000 2018 11 29 07 00 170  17.5    MM  0.9  MM    6  MM 1006.7  -1.7  11.9  12.3   8.0   MM     MM
62304  51.102    1.800 2018 11 29 07 00 180  14.4    MM  0.9  MM    6  MM 1006.7  -1.5  12.2  12.4   7.4  0.5     MM
62305  50.400    0.000 2018 11 29 07 00 180  21.1    MM  2.4  MM    7  MM 1004.3  -2.4  12.2  13.2   8.8    2     MM
62442  49.000  -16.500 2018 11 29 07 00 270  12.9    MM   MM  MM   MM  MM  993.9    MM    MM    MM    MM   MM     MM
63105  61.000    1.692 2018 11 29 07 00 190  11.8    MM   MM  MM   MM  MM  990.9  +4.1   9.3    MM   8.6    5     MM
63110  59.500    1.500 2018 11 29 07 00 190  10.3    MM  4.8  MM    8  MM  993.3  +2.0   9.4    MM   8.2    5     MM
63112  61.100    1.000 2018 11 29 07 00 210  11.8    MM  7.0  MM    9  MM  989.7  +4.7  10.7    MM   6.4    5     MM
63113  61.000    1.708 2018 11 29 07 00 200  11.8    MM  6.1  MM   10  MM     MM    MM  10.2    MM   7.6   MM     MM
63115  61.600    1.300 2018 11 29 07 00 200  13.9    MM  6.8  MM    9  MM  988.7  +4.9  12.1    MM   5.9    5     MM
63117  61.400    1.100 2018 11 29 07 00 200  12.9    MM   MM  MM   MM  MM  990.7  +4.6    MM    MM    MM    5     MM
64045  59.070  -11.420 2018 11 29 07 00 180  14.4    MM  6.6  MM    9  MM  970.2  -1.9   9.8  10.2   6.5   MM     MM
64046  60.483   -4.167 2018 11 29 07 00 210  12.4    MM  5.7  MM   10  MM  983.1    MM  10.6   9.9   7.0   MM     MM
AAMC1  37.772 -122.300 2018 11 29 07 24 130   7.2  10.3   MM  MM   MM  MM 1000.7    MM  14.5  14.3    MM   MM     MM
ACXS1  32.559  -80.454 2018 11 29 06 45  MM   0.0    MM   MM  MM   MM  MM 1020.0    MM   3.1    MM  -0.9   MM     MM
ACYN4  39.357  -74.418 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1011.3    MM   2.2   7.3    MM   MM     MM
ADKA2  51.861 -176.637 2018 11 29 07 30 220  14.9  17.5   MM  MM   MM  MM 1006.2    MM   5.5   5.6    MM   MM     MM
AGCM4  42.621  -82.527 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1017.7    MM  -2.4   4.1    MM   MM     MM
AGXC1  33.716 -118.246 2018 11 29 07 30 130   6.2   6.7   MM  MM   MM  MM 1012.1    MM  15.9    MM    MM   MM     MM
AJXA2  58.287 -134.398 2018 11 29 07 44 140   3.6   5.1   MM  MM   MM  MM 1003.0    MM   3.3    MM   0.0   MM     MM
ALIA2  56.898 -154.247 2018 11 29 07 30  70   5.1  10.8   MM  MM   MM  MM  999.7    MM   3.3   6.6    MM   MM     MM
ALXN6  44.331  -75.934 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1009.8    MM    MM   6.3    MM   MM     MM
AMAA2  58.915 -151.952 2018 11 29 07 30 280   1.5   3.1   MM  MM   MM  MM 1002.0    MM   1.1    MM  -4.6   MM     MM
AMRL1  29.450  -91.338 2018 11 29 07 30 110   2.6   3.6   MM  MM   MM  MM 1017.1    MM  13.5  11.0    MM   MM     MM
ANMN6  42.018  -73.917 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1007.0    MM   3.8    MM  -2.4   MM     MM
ANPT2  27.837  -97.039 2018 11 29 07 30 200   3.6   4.1   MM  MM   MM  MM 1012.7    MM  18.3    MM    MM   MM     MM
ANTA2  61.238 -149.890 2018 11 29 07 24 100   0.5   1.0   MM  MM   MM  MM 1002.6    MM  -0.2   1.6    MM   MM     MM
ANVC1  38.915 -123.711 2018 11 29 07 30  90   3.1   6.2   MM  MM   MM  MM  998.7    MM  13.2  13.1    MM   MM     MM
APAM2  38.983  -76.479 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1015.8    MM  -0.4    MM    MM   MM     MM
APCF1  29.724  -84.980 2018 11 29 07 30 340   1.0   1.0   MM  MM   MM  MM 1021.4    MM   7.9  13.0    MM   MM     MM
APNM4  45.060  -83.424 2018 11 29 07 40 280   3.1   3.6   MM  MM   MM  MM     MM    MM  -1.3    MM    MM   MM     MM
APRP7  13.444  144.657 2018 11 29 07 30  60   6.7   7.2   MM  MM   MM  MM 1011.6    MM  28.4  28.8    MM   MM     MM
AROP4  18.480  -66.702 2018 11 29 07 30 170   3.1   3.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
ARPF1  28.433  -82.667 2018 11 29 05 54 100   1.0   1.5   MM  MM   MM  MM 1021.0    MM  10.2    MM    MM   MM   1.64
ASTO3  46.207 -123.768 2018 11 29 07 30  30   1.5   2.1   MM  MM   MM  MM 1004.7    MM   8.4   9.6    MM   MM     MM
ATGM1  44.392  -68.204 2018 11 29 07 30 350   8.2  11.3   MM  MM   MM  MM  994.8    MM   2.5   7.2    MM   MM     MM
ATKA2  52.232 -174.173 2018 11 29 07 30 200   6.2   7.7   MM  MM   MM  MM 1008.9    MM   5.6   6.1    MM   MM     MM
AUGA2  59.378 -153.348 2018 11 29 07 30 290   3.1   4.1   MM  MM   MM  MM 1002.5    MM  -1.5    MM  -4.0   MM     MM
AWRT2  28.227  -96.796 2018 11 29 07 30 230   3.1   3.6   MM  MM   MM  MM 1013.5    MM  17.4  14.8    MM   MM     MM
BABT2  27.297  -97.405 2018 11 29 07 30 210   1.5   2.1   MM  MM   MM  MM 1013.7    MM  16.7  16.0    MM   MM     MM
BARA9  17.591  -61.821 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1013.5    MM  24.0  27.8    MM   MM     MM
BATN6  40.701  -74.014 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1008.6    MM   4.9   7.3    MM   MM     MM
BAXC1  33.766 -118.240 2018 11 29 07 30 140   5.1   5.7   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
BDRN4  40.082  -74.870 2018 11 29 06 36 280   5.1   8.2   MM  MM   MM  MM 1010.1    MM   2.8   5.0    MM   MM     MM
BDSP1  39.980  -75.079 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1011.7    MM   2.7   6.1    MM   MM     MM
BDVF1  25.478  -80.989 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  19.1    MM   MM  -0.42
BEPB6  32.374  -64.701 2018 11 29 07 30 310   7.7  13.9   MM  MM   MM  MM 1008.6    MM    MM  20.2    MM   MM     MM
BFTN7  34.717  -76.671 2018 11 29 07 30 320   3.1   5.7   MM  MM   MM  MM 1018.7    MM   1.3  12.4    MM   MM     MM
BGCF1  26.404  -81.881 2018 11 29 06 54  40   5.1   6.7   MM  MM   MM  MM 1020.5    MM  11.9    MM    MM   MM     MM
BGNN4  40.639  -74.146 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1008.9    MM   5.3   6.9    MM   MM     MM
BGXN3  43.059  -70.830 2018 11 29 06 45 280   2.6    MM   MM  MM   MM  MM     MM    MM   3.1    MM  -0.7   MM     MM
BHBM3  42.355  -71.050 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1000.3    MM   3.9    MM    MM   MM     MM
BHRI3  41.646  -87.147 2018 11 29 07 00 150   1.5   3.6   MM  MM   MM  MM 1016.9  -0.4  -2.8    MM    MM   MM     MM
BIGM4  46.827  -87.727 2018 11 29 07 40 190   0.5   1.5   MM  MM   MM  MM 1013.5    MM  -5.0    MM    MM   MM     MM
BISM2  38.220  -76.039 2018 11 29 07 30 300   9.3  11.3   MM  MM   MM  MM 1016.9    MM   0.4   1.9    MM   MM     MM
BKTL1  30.190  -93.301 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  15.0    MM   MM     MM
BKYF1  25.119  -80.834 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  15.1    MM   MM  -0.66
BLIA2  60.839 -146.884 2018 11 29 07 30 140   2.6   3.1   MM  MM   MM  MM 1001.7    MM   2.2    MM    MM   MM     MM
BLIF1  30.393  -81.523 2018 11 29 07 30 330   1.5   2.6   MM  MM   MM  MM 1021.9    MM   7.2    MM  -2.1  5.9     MM
BLTA2  58.455 -135.889 2018 11 29 07 26 160   1.0   1.5   MM  MM   MM  MM     MM    MM   5.4    MM    MM   MM     MM
BLTM2  39.267  -76.579 2018 11 29 07 30 310   1.0   4.1   MM  MM   MM  MM 1015.5    MM   0.1   8.7    MM   MM     MM
BLTM3  41.704  -71.174 2018 11 29 07 30 290   7.2   9.3   MM  MM   MM  MM 1001.6    MM   3.7    MM    MM   MM     MM
BNKF1  25.087  -80.519 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  19.5    MM   MM  -0.21
BOBF1  25.027  -80.681 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  19.0    MM   MM  -0.10
BRHC3  41.174  -73.181 2018 11 29 07 24 300   3.1   5.1   MM  MM   MM  MM 1005.5    MM   3.4   8.8    MM   MM     MM
BRND1  38.987  -75.113 2018 11 29 07 30 300  10.8  16.5   MM  MM   MM  MM 1013.2    MM    MM    MM    MM   MM     MM
BSBM4  44.055  -86.514 2018 11 29 06 40 130   3.1   4.6   MM  MM   MM  MM 1016.9    MM  -2.5    MM    MM   MM     MM
BSCA1  30.329  -87.829 2018 11 29 06 30 120   1.5    MM   MM  MM   MM  MM 1020.3    MM  10.2    MM    MM   MM     MM
BSLM2  38.781  -76.708 2018 11 29 06 30 290   2.1    MM   MM  MM   MM  MM 1016.0    MM  -1.1    MM  -7.5   MM     MM
BUFN6  42.878  -78.890 2018 11 29 07 30 260   8.8   9.8   MM  MM   MM  MM 1015.1    MM  -0.1   2.8  -5.1   MM     MM
BURL1  28.905  -89.428 2018 11 29 07 00 180   8.2   8.8   MM  MM   MM  MM 1019.0  -0.3  18.9    MM  12.8   MM     MM
BUZM3  41.397  -71.033 2018 11 29 07 00 300  14.4  16.0   MM  MM   MM  MM 1001.4  +1.5   3.7    MM    MM   MM     MM
BWSF1  25.178  -80.438 2018 11 29 06 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  21.9    MM   MM   0.03
BYGL1  29.789  -90.420 2018 11 29 07 30 130   2.1   2.6   MM  MM   MM  MM 1018.1    MM  12.0  13.0    MM   MM     MM
BZBM3  41.524  -70.671 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1000.3    MM   4.2   6.9    MM   MM     MM
BZST2  26.067  -97.155 2018 11 29 07 24 220   2.1   2.1   MM  MM   MM  MM 1012.7    MM  18.7  18.7    MM   MM     MM
CAMM2  38.574  -76.069 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1015.8    MM   0.9   5.4    MM   MM     MM
CANF1  25.422  -80.942 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  19.9    MM   MM   0.33
CAPL1  29.768  -93.343 2018 11 29 07 30 190   5.1   6.2   MM  MM   MM  MM 1014.0    MM  18.5  16.9    MM   MM     MM
CARL1  29.933  -90.135 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM   9.4    MM   MM     MM
CASM1  43.656  -70.246 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM  998.4    MM   3.5   6.5    MM   MM     MM
CBLO1  41.981  -80.556 2018 11 29 07 00 220   7.2   9.3   MM  MM   MM  MM 1016.9    MM  -1.8    MM    MM   MM     MM
CBRW3  45.198  -87.360 2018 11 29 07 40 140   1.0   1.0   MM  MM   MM  MM 1014.6    MM  -4.0    MM    MM   MM     MM
CDEA2  56.001 -134.136 2018 11 29 07 22 290   2.1   4.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
CDRF1  29.136  -83.029 2018 11 29 07 00  10   1.5   2.6   MM  MM   MM  MM 1021.2  -0.5   8.2    MM   0.0   MM     MM
CDXA2  56.001 -134.136 2018 11 29 07 43 240   4.1   4.6   MM  MM   MM  MM 1004.0    MM   6.3    MM   5.1   MM     MM
CFWM1  44.657  -67.205 2018 11 29 07 30 350   4.1   6.7   MM  MM   MM  MM  991.8    MM   1.8   8.7    MM   MM     MM
CHAO3  43.351 -124.337 2018 11 29 06 36  60   2.1   2.6   MM  MM   MM  MM 1002.1    MM    MM  11.1    MM   MM     MM
CHAV3  18.335  -64.920 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1014.9    MM  23.1    MM    MM   MM     MM
CHBV2  37.032  -76.083 2018 11 29 07 24 340   9.8  12.4   MM  MM   MM  MM 1015.6    MM   2.0    MM    MM   MM     MM
CHCM2  39.527  -75.810 2018 11 29 07 30 270   3.1   6.2   MM  MM   MM  MM 1014.1    MM   1.7   4.7    MM   MM     MM
CHDS1  33.661  -82.199 2018 11 29 07 40 210   1.5   2.6   MM  MM   MM  MM     MM    MM   0.6    MM    MM   MM     MM
CHII2  41.916  -87.572 2018 11 29 07 30 150   9.8  10.8   MM  MM   MM  MM     MM    MM  -0.5    MM  -3.6   MM     MM
CHSV3  17.748  -64.699 2018 11 29 07 30 110   2.6   2.6   MM  MM   MM  MM     MM    MM  22.5  28.2    MM   MM     MM
CHTS1  32.781  -79.924 2018 11 29 07 30 270   1.5   3.1   MM  MM   MM  MM 1019.7    MM   5.4  14.1    MM   MM     MM
CHYV2  36.926  -76.007 2018 11 29 07 30 320  10.3  12.9   MM  MM   MM  MM 1015.0    MM   2.0    MM    MM   MM     MM
CHYW1  48.863 -122.759 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1005.9    MM    MM    MM    MM   MM     MM
CLBF1  27.736  -82.686 2018 11 29 06 54  MM   0.0   0.5   MM  MM   MM  MM 1019.8    MM  10.8    MM    MM   MM     MM
CLBP4  18.301  -65.302 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1014.8    MM  22.0  28.7    MM   MM     MM
CLKN7  34.622  -76.525 2018 11 29 07 00 310   7.2   8.8   MM  MM   MM  MM 1018.1  +0.9    MM    MM    MM   MM     MM
CLSM4  42.471  -82.877 2018 11 29 07 00 270   1.5   3.1   MM  MM   MM  MM 1018.6  -0.0  -2.3    MM    MM   MM     MM
CMAN4  38.968  -74.960 2018 11 29 07 30 320   6.7  14.4   MM  MM   MM  MM 1012.4    MM   2.4   5.0    MM   MM     MM
CMTI2  41.730  -87.538 2018 11 29 07 30 120   3.6   6.2   MM  MM   MM  MM 1014.6    MM  -1.9    MM  -3.8   MM     MM
CNBF1  25.702  -81.186 2018 11 29 07 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  20.0    MM   MM  -0.58
CNDO1  41.542  -81.637 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1018.9    MM  -3.6   5.7  -8.8   MM     MM
CNII2  41.856  -87.609 2018 11 29 07 45 120   5.7   6.2   MM  MM   MM  MM     MM    MM  -1.6    MM  -4.3   MM     MM
COVM2  38.402  -76.385 2018 11 29 07 30 320   6.2   8.8   MM  MM   MM  MM 1017.2    MM  -0.7    MM    MM   MM     MM
CPMW1  48.860 -122.756 2018 11 29 07 24  70   3.1   5.1   MM  MM   MM  MM     MM    MM   8.2   9.3    MM   MM     MM
CPTR1  41.717  -71.345 2018 11 29 07 30 290   7.7   8.8   MM  MM   MM  MM 1002.0    MM   3.4   6.6    MM   MM     MM
CPVM2  38.995  -76.388 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM   0.1    MM  -7.3  5.9     MM
CPXC1  35.170 -120.741 2018 11 29 07 40 170  13.9  17.5   MM  MM   MM  MM 1008.0    MM  15.4    MM  14.5   MM     MM
CRTA1  30.308  -88.140 2018 11 29 07 00 160   4.6    MM   MM  MM   MM  MM 1020.0  -0.3  15.2    MM    MM   MM     MM
CRVA2  60.558 -145.752 2018 11 29 07 30  90   4.6   8.8   MM  MM   MM  MM 1002.4    MM   2.1   8.1    MM   MM     MM
CRYV2  36.888  -76.338 2018 11 29 07 30 340   6.7   8.8   MM  MM   MM  MM 1016.8    MM   1.5    MM    MM   MM     MM
CSPA2  58.199 -136.640 2018 11 29 07 10 340   2.1   4.6   MM  MM   MM  MM 1004.7    MM   5.5    MM   5.5   MM     MM
CWAF1  25.297  -81.013 2018 11 29 06 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  18.9    MM   MM  -0.40
CWBF1  27.978  -82.832 2018 11 29 07 30  70   2.6   2.6   MM  MM   MM  MM 1020.7    MM  11.0  19.5    MM   MM     MM
CWCI   47.334  -85.833 2018 11 29 07 00  MM     0    MM   MM  MM   MM  MM 1015.0    MM  -0.7    MM  -1.5   MM     MM
DBLN6  42.494  -79.354 2018 11 29 07 00 280  12.9  14.4   MM  MM   MM  MM 1014.6  +1.1   1.2    MM    MM   MM     MM
DELD1  39.582  -75.589 2018 11 29 07 30 300   5.7   9.8   MM  MM   MM  MM 1013.2    MM   2.1   2.5    MM   MM     MM
DESW1  47.675 -124.485 2018 11 29 07 00 150   3.6   3.6   MM  MM   MM  MM 1005.4  +0.0   9.1    MM    MM   MM     MM
DISW3  47.079  -90.728 2018 11 29 07 00 160   2.6   3.6   MM  MM   MM  MM 1013.5  -0.6  -2.8    MM  -7.0   MM     MM
DKKF1  25.180  -80.490 2018 11 29 06 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  19.7    MM   MM  -0.47
DMSF1  30.387  -81.559 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  17.4    MM   MM     MM
DOMV2  36.962  -76.424 2018 11 29 07 30 360   4.6   6.7   MM  MM   MM  MM 1017.5    MM   1.3    MM    MM   MM     MM
DPIA1  30.250  -88.075 2018 11 29 07 00 180   5.7   6.2   MM  MM   MM  MM 1020.0  -0.6  16.0    MM   9.8   MM     MM
DPXC1  38.056 -122.264 2018 11 29 07 30 150   7.2   9.3   MM  MM   MM  MM  999.5    MM  14.2    MM    MM   MM     MM
DRFA2  60.553 -152.137 2018 11 29 07 30 330   2.6   3.1   MM  MM   MM  MM 1002.3    MM  -0.6    MM  -0.6   MM     MM
DRSD1  39.089  -75.437 2018 11 29 06 30 250   2.1    MM   MM  MM   MM  MM 1013.0    MM  -0.2    MM  -5.6   MM     MM
DTLM4  45.993  -83.898 2018 11 29 07 30 290   2.1   2.6   MM  MM   MM  MM 1014.4    MM  -1.2   2.8  -2.2   MM     MM
DUKN7  36.184  -75.746 2018 11 29 07 30 320   7.2   9.8   MM  MM   MM  MM 1015.7    MM   2.2  11.9    MM   MM     MM
DULM5  46.776  -92.092 2018 11 29 07 30 130   1.0   2.1   MM  MM   MM  MM 1011.4    MM  -3.5    MM  -6.4   MM     MM
EBSW1  47.602 -122.338 2018 11 29 07 30 150   0.5   1.5   MM  MM   MM  MM 1005.8    MM   9.2  11.1    MM   MM     MM
EINL1  29.373  -91.384 2018 11 29 07 30 130   5.1   6.2   MM  MM   MM  MM 1016.8    MM  12.5  10.5  11.5   MM     MM
ELFA2  58.193 -136.347 2018 11 29 07 30  MM    MM    MM   MM  MM   MM  MM 1004.1    MM   5.3   8.8    MM   MM     MM
ELXC1  36.815 -121.738 2018 11 29 06 45 170   7.2    MM   MM  MM   MM  MM 1003.0    MM  14.2    MM  13.1   MM     MM
EMAT2  28.710  -95.914 2018 11 29 07 30 160   3.1   3.6   MM  MM   MM  MM 1012.9    MM  17.8  14.9    MM   MM     MM
EPTT2  29.481  -94.917 2018 11 29 07 30 210   2.1   3.1   MM  MM   MM  MM 1014.3    MM  17.7  14.0    MM   MM     MM
EREP1  42.172  -80.098 2018 11 29 07 30 230   3.6   6.2   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
EROA2  58.971 -135.221 2018 11 29 07 24  30   1.5   2.1   MM  MM   MM  MM 1001.7    MM   3.7    MM   3.5   MM     MM
ERXA2  58.971 -135.221 2018 11 29 07 43  20   1.5   1.5   MM  MM   MM  MM 1004.3    MM   0.8    MM    MM   MM     MM
ESPP4  18.094  -65.471 2018 11 29 07 24  20   2.1   2.1   MM  MM   MM  MM 1014.4    MM  23.2  28.0    MM   MM     MM
FAIO1  41.764  -81.281 2018 11 29 07 30 220   9.3  10.8   MM  MM   MM  MM 1018.1    MM  -3.0   2.3  -5.9   MM     MM
FBIS1  32.685  -79.888 2018 11 29 07 00 280   1.5   2.1   MM  MM   MM  MM 1019.9  +0.3   5.4    MM  -0.3   MM     MM
FCGT2  28.943  -95.302 2018 11 29 07 30 180   3.6   4.6   MM  MM   MM  MM 1014.2    MM  18.5  16.4    MM   MM     MM
FFIA2  57.272 -133.630 2018 11 29 07 00  70   1.0   1.0   MM  MM   MM  MM 1003.7  +0.9   4.7    MM    MM   MM     MM
FHPF1  28.153  -82.801 2018 11 29 06 54  90   3.1   3.6   MM  MM   MM  MM 1021.1    MM  10.0    MM    MM   MM   2.18
FILA2  59.332 -151.995 2018 11 29 07 30 250   4.6   6.2   MM  MM   MM  MM 1002.0    MM   1.2    MM  -3.5   MM     MM
FMOA1  30.228  -88.024 2018 11 29 07 30 180   6.2   7.2   MM  MM   MM  MM 1019.6    MM  16.4    MM    MM   MM     MM
FMRF1  26.647  -81.871 2018 11 29 07 30  30   3.1   3.6   MM  MM   MM  MM 1020.0    MM  10.4  19.7    MM   MM     MM
